Purchase{id=7, person=Person{firstName='Ilario', lastName='Gillott', email='igillott6@cpanel.net', ipAddress='48.182.6.82'}, car=Car{color='#c7590d', carVin='WBAEH73465B522209', carCompany='Ford', carModel='Thunderbird', carModelYear='1955', carPrice=17700.70}, location=Location{country='Poland', city='Wapno'}, date=2020-06-04}
Purchase{id=873, person=Person{firstName='Wolfy', lastName='Mellsop', email='wmellsopo8@mail.ru', ipAddress='81.216.21.68'}, car=Car{color='#f0dc89', carVin='1G6KD57Y89U071624', carCompany='Ford', carModel='Taurus', carModelYear='1995', carPrice=29025.54}, location=Location{country='Czech Republic', city='Libušín'}, date=2020-11-01}
Purchase{id=875, person=Person{firstName='Jobye', lastName='Hagergham', email='jhagerghamoa@alexa.com', ipAddress='161.209.113.42'}, car=Car{color='#741c62', carVin='1GYS4KEF7CR319654', carCompany='Ford', carModel='Thunderbird', carModelYear='2002', carPrice=7168.15}, location=Location{country='Poland', city='Opatówek'}, date=2020-01-19}
Purchase{id=879, person=Person{firstName='Chuck', lastName='Issakov', email='cissakovoe@sciencedirect.com', ipAddress='223.65.229.197'}, car=Car{color='#57d774', carVin='1G6DL67A380538037', carCompany='Ford', carModel='Crown Victoria', carModelYear='2000', carPrice=73911.07}, location=Location{country='Czech Republic', city='Třebíč'}, date=2020-01-26}
Purchase{id=897, person=Person{firstName='Carree', lastName='McQuilliam', email='cmcquilliamow@apache.org', ipAddress='156.82.244.189'}, car=Car{color='#8eef36', carVin='WAUMF98P56A475178', carCompany='Ford', carModel='F350', carModelYear='1993', carPrice=24466.36}, location=Location{country='Poland', city='Lipka'}, date=2020-08-25}
Purchase{id=903, person=Person{firstName='Lorie', lastName='Hainning', email='lhainningp2@ca.gov', ipAddress='24.94.61.26'}, car=Car{color='#648e60', carVin='JM1BL1L33C1799234', carCompany='Ford', carModel='F250', carModelYear='2005', carPrice=90231.67}, location=Location{country='Czech Republic', city='Zlonice'}, date=2020-04-11}
Purchase{id=912, person=Person{firstName='Ethel', lastName='Earey', email='eeareypb@japanpost.jp', ipAddress='94.73.137.15'}, car=Car{color='#7fafd8', carVin='3N1AB7APXFY406422', carCompany='Ford', carModel='Econoline E350', carModelYear='1992', carPrice=24240.30}, location=Location{country='Poland', city='Rączna'}, date=2020-04-08}
Purchase{id=943, person=Person{firstName='Carmencita', lastName='Tapner', email='ctapnerq6@quantcast.com', ipAddress='158.69.125.245'}, car=Car{color='#475c40', carVin='1N6AF0KX0EN805842', carCompany='Ford', carModel='Taurus', carModelYear='1998', carPrice=56689.77}, location=Location{country='Poland', city='Trawniki'}, date=2020-04-09}
Purchase{id=950, person=Person{firstName='Rasla', lastName='Chambers', email='rchambersqd@europa.eu', ipAddress='147.141.190.231'}, car=Car{color='#74723d', carVin='19UYA42763A414787', carCompany='Ford', carModel='Tempo', carModelYear='1985', carPrice=10645.96}, location=Location{country='Czech Republic', city='Solnice'}, date=2020-07-14}
Purchase{id=953, person=Person{firstName='Puff', lastName='Brignell', email='pbrignellqg@mit.edu', ipAddress='102.112.241.176'}, car=Car{color='#c5592a', carVin='WAUFL54D01N361760', carCompany='Ford', carModel='E150', carModelYear='2012', carPrice=59923.71}, location=Location{country='Poland', city='Chwaszczyno'}, date=2020-05-23}
Purchase{id=955, person=Person{firstName='Krysta', lastName='Mannooch', email='kmannoochqi@dot.gov', ipAddress='216.79.55.159'}, car=Car{color='#da0a25', carVin='1GYUKHEF9AR264767', carCompany='Ford', carModel='Crown Victoria', carModelYear='1998', carPrice=91469.34}, location=Location{country='Poland', city='Zwierzyniec'}, date=2020-05-10}
Purchase{id=965, person=Person{firstName='Lorianne', lastName='Lello', email='llelloqs@miitbeian.gov.cn', ipAddress='30.208.135.91'}, car=Car{color='#cf790e', carVin='1G6AF5SX5E0537516', carCompany='Ford', carModel='Crown Victoria', carModelYear='2007', carPrice=78505.53}, location=Location{country='Czech Republic', city='Liběšice'}, date=2020-08-20}
Purchase{id=979, person=Person{firstName='Tawsha', lastName='Cloughton', email='tcloughtonr6@oakley.com', ipAddress='55.62.224.210'}, car=Car{color='#ca6618', carVin='1C4RDHAG5EC003424', carCompany='Ford', carModel='Galaxie', carModelYear='1966', carPrice=64097.32}, location=Location{country='Germany', city='Rostock'}, date=2020-06-22}
Purchase{id=982, person=Person{firstName='Vincenz', lastName='Ivel', email='vivelr9@rediff.com', ipAddress='214.110.196.118'}, car=Car{color='#3a2b63', carVin='WAUAF98E45A019558', carCompany='Ford', carModel='Windstar', carModelYear='2001', carPrice=67491.57}, location=Location{country='Poland', city='Jadowniki'}, date=2020-12-08}
